Date,Diarrhea,Minimum Temperature,Maximum Temperature,Humidity,Preceptation
1/23/2023,25.0,12.23,25.23,68.38,0.0
1/24/2023,9.0,13.26,26.93,70.06,0.0
1/25/2023,20.0,13.87,27.08,65.81,0.0
1/26/2023,8.0,15.22,27.49,67.0,0.0
1/27/2023,30.0,16.11,27.21,71.75,0.0
1/28/2023,24.0,15.55,27.03,74.5,0.0
1/29/2023,16.0,13.55,26.76,70.56,0.0
1/30/2023,14.0,13.28,28.26,67.12,0.0
1/31/2023,12.0,16.66,27.52,70.19,0.0
2/1/2023,40.0,16.19,26.9,64.69,0.0
2/2/2023,13.0,11.99,26.16,60.81,0.0
2/3/2023,7.0,11.59,26.42,65.06,0.0
2/4/2023,18.0,12.18,25.99,59.12,0.0
2/5/2023,12.0,15.26,26.83,51.12,0.0
2/6/2023,15.0,15.31,27.25,47.75,0.0
2/7/2023,16.0,13.08,27.65,63.75,0.0
2/8/2023,28.0,15.7,28.87,75.69,0.0
2/9/2023,5.0,17.04,28.73,70.0,0.0
2/10/2023,13.0,15.56,28.15,55.75,0.0
2/11/2023,12.0,14.35,29.41,54.0,0.0
2/12/2023,15.0,16.19,29.7,70.62,0.0
2/13/2023,12.0,12.44,27.69,47.31,0.0
2/14/2023,13.0,13.26,27.92,42.75,0.0
2/15/2023,11.0,14.22,27.04,42.06,0.0
2/16/2023,11.0,14.5,28.13,46.44,0.0
2/17/2023,8.0,15.44,28.4,61.81,0.0
2/18/2023,10.0,16.98,28.93,61.31,0.0
2/19/2023,9.0,18.12,29.46,57.56,0.0
2/20/2023,15.0,17.87,29.88,61.75,0.0
2/21/2023,12.0,19.05,30.87,70.44,0.0
2/22/2023,14.0,19.85,32.36,72.0,0.0
2/23/2023,7.0,20.04,32.17,73.38,0.15
2/24/2023,15.0,19.62,31.87,68.81,0.22
2/25/2023,14.0,19.32,32.05,56.31,0.32
2/26/2023,13.0,17.39,32.82,43.06,0.66
2/27/2023,11.0,19.22,32.8,42.69,0.01
2/28/2023,18.0,18.26,32.6,46.69,0.02
3/1/2023,6.0,16.46,32.39,47.06,0.0
3/2/2023,1.0,18.35,32.94,44.75,0.0
3/3/2023,3.0,19.5,33.63,44.19,0.0
3/4/2023,6.0,19.83,34.47,39.62,0.0
3/5/2023,27.0,19.9,34.57,45.38,0.0
3/6/2023,11.0,21.16,34.8,39.31,0.0
3/7/2023,7.0,19.87,34.52,43.62,0.0
3/8/2023,22.0,20.0,34.15,39.75,0.0
3/9/2023,7.0,20.51,33.3,43.44,0.0
3/10/2023,7.0,20.35,30.12,46.19,0.0
3/11/2023,10.0,20.65,34.39,43.06,0.0
3/12/2023,12.0,19.9,35.41,44.56,0.01
3/13/2023,27.0,20.3,35.4,41.69,0.01
3/14/2023,13.0,21.99,34.38,48.25,0.04
3/15/2023,5.0,21.12,34.05,64.44,1.08
3/16/2023,11.0,21.27,32.74,70.12,2.34
3/17/2023,6.0,21.11,31.13,65.06,0.49
3/18/2023,37.0,20.45,31.83,63.44,3.77
3/19/2023,24.0,21.2,28.11,76.44,7.89
3/20/2023,6.0,20.3,27.44,78.81,12.25
3/21/2023,36.0,20.11,29.32,75.69,20.26
3/22/2023,10.0,20.33,30.09,71.81,13.21
3/23/2023,14.0,20.76,30.63,72.06,3.99
3/24/2023,20.0,19.99,32.01,69.38,1.71
3/25/2023,8.0,20.79,32.71,69.88,5.15
3/26/2023,25.0,21.97,33.7,69.06,4.04
3/27/2023,13.0,21.9,33.12,70.44,5.62
3/28/2023,14.0,22.45,33.45,68.12,3.95
3/29/2023,22.0,22.2,32.11,73.69,13.77
3/30/2023,19.0,21.41,31.08,75.44,12.21
