Date,Diarrhea,Minimum Temperature,Maximum Temperature,Humidity,Preceptation
4/8/2023,31.0,21.18,37.32,51.62,0.0
4/9/2023,31.0,22.57,37.33,48.06,0.12
4/10/2023,22.0,22.37,37.73,49.44,0.47
4/11/2023,22.0,23.37,38.76,51.06,0.0
4/12/2023,18.0,21.46,39.26,35.19,0.0
4/13/2023,96.0,22.3,40.15,38.38,0.0
4/14/2023,85.0,22.87,41.19,51.75,0.0
4/15/2023,104.0,24.58,41.45,56.31,0.0
4/16/2023,102.0,24.89,40.46,56.06,0.0
4/17/2023,95.0,25.12,41.13,58.75,0.0
4/18/2023,6.0,25.48,41.3,59.88,0.0
4/19/2023,5.0,25.61,41.8,59.69,0.0
4/20/2023,75.0,25.88,42.56,58.44,0.0
4/21/2023,59.0,25.73,40.99,54.75,0.0
4/22/2023,95.0,25.76,39.94,40.94,0.01
4/23/2023,127.0,25.99,34.13,50.69,0.17
4/24/2023,102.0,23.76,36.41,58.38,5.39
4/25/2023,130.0,23.34,35.23,60.31,6.75
4/26/2023,89.0,23.49,38.14,52.69,0.63
4/27/2023,69.0,25.09,38.44,53.88,1.31
4/28/2023,57.0,24.17,35.65,66.44,16.46
4/29/2023,76.0,24.25,37.38,65.69,10.68
4/30/2023,62.0,24.87,36.11,66.06,22.23
5/1/2023,65.0,24.47,32.17,71.38,9.47
5/2/2023,96.0,24.88,35.44,60.44,0.6
5/3/2023,53.0,23.94,35.26,69.94,11.2
5/4/2023,55.0,24.3,34.66,69.31,9.73
5/5/2023,67.0,23.89,34.38,71.88,4.63
5/6/2023,52.0,25.08,35.62,68.56,1.26
5/7/2023,64.0,25.08,38.41,60.06,0.28
5/8/2023,29.0,25.18,40.16,57.62,0.0
5/9/2023,47.0,26.11,40.56,55.12,0.0
5/10/2023,53.0,25.55,40.6,59.5,0.01
5/11/2023,46.0,26.49,39.74,60.38,1.68
5/12/2023,30.0,26.3,36.93,65.19,1.47
5/13/2023,56.0,26.36,37.51,65.12,0.21
5/14/2023,35.0,25.19,37.26,58.88,0.01
5/15/2023,49.0,23.39,39.22,53.06,1.63
5/16/2023,45.0,26.05,39.16,65.69,8.15
5/17/2023,34.0,26.23,36.12,75.44,20.79
5/18/2023,32.0,25.48,32.6,84.69,38.32
5/19/2023,48.0,25.83,34.17,83.25,12.05
5/20/2023,47.0,26.4,36.68,73.56,2.68
5/21/2023,41.0,25.84,35.15,77.69,5.99
5/22/2023,45.0,26.38,34.19,79.19,4.3
5/23/2023,36.0,26.35,33.4,83.62,21.67
5/24/2023,18.0,25.51,31.98,84.25,33.61
